Match ID,Second,Result,Player,Race,Current Workers,Food Used,Food Available,Current Minerals,Minerals Collection Rate,Minerals Used in Progress,Minerals Used,Minerals Used Active Forces,Minerals Lost,Current Vespene,Vespene Collection Rate,Vespene Used in Progress,Vespene Used,Vespene Used Active Forces,Vespene Lost
0,1290,Win,Player 2 - Scarlett (Zerg),Z,51,191.0,224.0,260,1903,400,14525,5325,12225,215,1030,500,2950,2275,4825
0,1320,Loss,Player 1 - Namshar (Zerg),Z,35,142.0,178.0,50,811,500,11500,4725,12750,814,436,0,2925,2225,4025
0,1320,Win,Player 2 - Scarlett (Zerg),Z,51,200.0,224.0,495,1931,450,14925,5725,12225,465,974,100,3450,2775,4825
0,1350,Loss,Player 1 - Namshar (Zerg),Z,41,147.0,184.0,140,1147,100,12150,4725,12750,1006,582,0,2925,2225,4025
0,1350,Win,Player 2 - Scarlett (Zerg),Z,50,198.0,224.0,170,1679,1250,15075,5525,12225,449,1142,400,3550,2675,4825
0,1380,Loss,Player 1 - Namshar (Zerg),Z,43,164.0,184.0,50,1651,650,12250,4425,12750,178,828,1100,2925,2075,4025
0,1380,Win,Player 2 - Scarlett (Zerg),Z,50,200.0,224.0,450,1707,950,15525,6125,12225,603,1142,100,3950,3275,4825
0,1410,Loss,Player 1 - Namshar (Zerg),Z,45,172.0,184.0,265,1763,350,12950,5225,12750,164,918,250,4125,3375,4025
0,1410,Win,Player 2 - Scarlett (Zerg),Z,49,199.0,224.0,1045,1791,575,15900,6425,12450,1140,1164,25,4050,3375,4875
0,1440,Loss,Player 1 - Namshar (Zerg),Z,40,156.0,178.0,450,1595,400,11925,4900,14125,292,918,200,4000,3300,4400
0,1440,Win,Player 2 - Scarlett (Zerg),Z,44,184.0,224.0,1515,1651,500,14825,5900,13750,1486,1119,50,3925,3250,5025
0,1470,Loss,Player 1 - Namshar (Zerg),Z,38,141.0,178.0,240,1399,800,10900,3975,15375,162,604,400,3475,2775,5050
0,1470,Win,Player 2 - Scarlett (Zerg),Z,44,195.0,222.0,455,1567,1650,14125,4850,14950,388,963,1450,3475,2800,5525
0,1500,Loss,Player 1 - Namshar (Zerg),Z,37,140.0,178.0,365,1175,350,11650,4775,15375,386,649,0,3875,3175,5050
0,1500,Win,Player 2 - Scarlett (Zerg),Z,54,200.0,214.0,730,1399,1400,14475,4700,15100,776,1142,1450,3425,2750,5575
0,1530,Loss,Player 1 - Namshar (Zerg),Z,37,140.0,178.0,125,1091,850,11350,4475,15675,292,694,200,3775,3075,5150
0,1530,Win,Player 2 - Scarlett (Zerg),Z,54,200.0,214.0,1125,1679,0,15875,6100,15100,930,963,0,4875,4200,5575
0,1560,Loss,Player 1 - Namshar (Zerg),Z,37,134.0,178.0,70,923,750,11225,4350,16300,364,806,200,3800,3100,5325
0,1560,Win,Player 2 - Scarlett (Zerg),Z,54,200.0,214.0,1790,1931,0,15875,6100,15100,1224,783,0,4875,4200,5575
0,1590,Loss,Player 1 - Namshar (Zerg),Z,37,134.0,176.0,305,923,100,11775,4650,16500,606,828,50,3950,3250,5375
0,1590,Win,Player 2 - Scarlett (Zerg),Z,54,200.0,214.0,2275,2239,225,15950,6100,15100,1216,783,225,4950,4200,5575
0,1620,Loss,Player 1 - Namshar (Zerg),Z,37,105.0,176.0,60,727,500,10175,3050,18200,644,806,250,2700,2000,6675
0,1620,Win,Player 2 - Scarlett (Zerg),Z,54,188.0,214.0,3070,2211,0,15650,6100,15625,1512,828,0,4950,4200,5800
0,1650,Loss,Player 1 - Namshar (Zerg),Z,37,81.0,168.0,310,671,100,9475,2350,19300,936,828,50,2000,1300,7575
0,1650,Win,Player 2 - Scarlett (Zerg),Z,54,194.0,206.0,2570,2211,1300,14700,5150,16575,1128,683,650,4450,3700,6300
1,0,Win,Player 1 - Namshar (Zerg),Z,12,12.0,14.0,50,0,0,1050,0,0,0,0,0,0,0,0
1,0,Loss,Player 2 - Scarlett (Zerg),Z,12,12.0,14.0,50,0,0,1050,0,0,0,0,0,0,0,0
1,30,Win,Player 1 - Namshar (Zerg),Z,13,14.0,14.0,55,755,150,1100,0,0,0,0,0,0,0,0
1,30,Loss,Player 2 - Scarlett (Zerg),Z,11,11.0,14.0,45,671,250,1000,0,0,0,0,0,0,0,0
1,60,Win,Player 1 - Namshar (Zerg),Z,16,16.0,22.0,240,839,0,1350,0,0,0,0,0,0,0,0
1,60,Loss,Player 2 - Scarlett (Zerg),Z,14,14.0,14.0,40,671,350,1150,0,0,0,0,0,0,0,0
1,90,Win,Player 1 - Namshar (Zerg),Z,16,18.0,22.0,90,867,450,1350,0,0,0,0,0,0,0,0
1,90,Loss,Player 2 - Scarlett (Zerg),Z,14,16.0,22.0,230,839,100,1500,0,0,0,0,0,0,0,0
1,120,Win,Player 1 - Namshar (Zerg),Z,16,18.0,22.0,95,923,775,1350,0,0,0,0,0,0,0,0
1,120,Loss,Player 2 - Scarlett (Zerg),Z,14,18.0,22.0,365,559,50,1650,150,0,0,0,0,0,0,0
1,150,Win,Player 1 - Namshar (Zerg),Z,18,18.0,22.0,215,811,725,1525,0,0,12,22,0,0,0,0
1,150,Loss,Player 2 - Scarlett (Zerg),Z,14,20.0,22.0,335,195,50,1750,250,0,0,0,0,0,0,0
1,180,Win,Player 1 - Namshar (Zerg),Z,17,20.0,22.0,305,727,425,1850,0,0,40,89,0,0,0,0
1,180,Loss,Player 2 - Scarlett (Zerg),Z,13,21.0,22.0,295,167,100,1750,300,50,0,0,0,0,0,0
1,210,Win,Player 1 - Namshar (Zerg),Z,9,13.5,22.0,210,0,250,1700,125,25,40,0,0,0,0,0
1,210,Loss,Player 2 - Scarlett (Zerg),Z,10,16.0,22.0,135,167,250,1500,200,350,0,0,0,0,0,0
1,240,Win,Player 1 - Namshar (Zerg),Z,6,11.0,22.0,130,111,100,1725,150,100,40,0,0,0,0,0
1,240,Loss,Player 2 - Scarlett (Zerg),Z,7,13.5,22.0,100,167,50,1425,275,600,0,0,0,0,0,0
1,270,Win,Player 1 - Namshar (Zerg),Z,6,15.0,22.0,0,363,250,1825,250,100,40,0,0,0,0,0
1,270,Loss,Player 2 - Scarlett (Zerg),Z,9,15.5,22.0,85,251,50,1525,275,600,0,0,0,0,0,0
1,300,Win,Player 1 - Namshar (Zerg),Z,9,15.0,22.0,185,419,50,1975,250,100,40,0,0,0,0,0
1,300,Loss,Player 2 - Scarlett (Zerg),Z,11,17.5,22.0,145,559,50,1625,275,600,0,0,0,0,0,0
1,330,Win,Player 1 - Namshar (Zerg),Z,9,17.0,22.0,270,503,100,2025,300,100,40,0,0,0,0,0
1,330,Loss,Player 2 - Scarlett (Zerg),Z,13,20.5,22.0,85,699,250,1725,275,600,0,0,0,0,0,0
1,360,Win,Player 1 - Namshar (Zerg),Z,10,18.0,22.0,45,531,400,2125,350,100,44,22,0,0,0,0
1,360,Loss,Player 2 - Scarlett (Zerg),Z,14,24.5,30.0,110,811,200,2025,425,600,0,0,0,0,0,0
